user	instance_id	displayed_text	how-certain-is-the-finding:::Certain	how-certain-is-the-finding:::Somewhat uncertain	how-certain-is-the-finding:::Somewhat certain	how-certain-is-the-finding:::Uncertain	I carefully went over the examples and the instructions.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Words indicating uncertainty	span_annotation:::Words indicating certainty
60fe38f3c4e7acd0c70442e7	Biology_407_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Morrison and his team are hoping next to translate their in vitro findings in vivo. ""The combination of in vitro and in vivo experimental models to understand the biophysical and molecular mechanisms of primary blast injury and the effects of treatment on the BBB offer a powerful set of tools to guide the development of novel therapeutic strategies to mitigate the consequences of bTBI,"" says Morrison. ""Accelerating BBB recovery after blast exposure represents an important advance in addressing the multifaceted, short- and long-term complications associated with bTBI.""""><b>Finding:</b></span> ""The combination of in vitro and in vivo experimental models to understand the biophysical and molecular mechanisms of primary blast injury and the effects of treatment on the BBB offer a powerful set of tools to guide the development of novel therapeutic strategies to mitigate the consequences of bTBI,"" says Morrison."			3																					[]	[{'start': 894, 'end': 914, 'span': 'models to understand', 'annotation': 'Words indicating certainty'}]
60fe38f3c4e7acd0c70442e7	Biology_319_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In cilia, the activated SMO receptor induces the modification of GLI transcription factors into the active form, thereby inhibiting the processing of GLI transcription factors into a repressor form. The 7TM domains of SMO and FZD receptors are reminiscent of class A GPCRs 12 although their sequences are distinct from other GPCRs, sharing less than 10% sequence identity. Moreover, the SMO receptor can couple to G proteins, particularly G i , which inhibits cAMP production, controlling cell migration .""><b>Finding:</b></span> The 7TM domains of SMO and FZD receptors are reminiscent of class A GPCRs 12 although their sequences are distinct from other GPCRs, sharing less than 10% sequence identity."	4																							[]	[{'start': 729, 'end': 734, 'span': 'are r', 'annotation': 'Words indicating certainty'}]
60fe38f3c4e7acd0c70442e7	Biology_tweet_139_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: New paper by some great MSc students (Vanessa Saalfeld &amp; Zeina Ramadan, joint 1st authors), ⁦@username⁩ &amp; yours truly. Experimentally induces social threat causes paranoid thinking.  ""><b>Finding:</b></span> New paper by some great MSc students (Vanessa Saalfeld &amp; Zeina Ramadan, joint 1st authors), ⁦@username⁩ &amp; yours truly. Experimentally induces social threat causes paranoid thinking.  "	4																							[]	[]
6154965d497f2376bb09cc95	test_question_testing_Somewhat certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat certain. Do not mark any words or phrases.			3																					[]	[]
6154965d497f2376bb09cc95	Biology_68_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The molecular features of this process are universal,"" said Naviaux, who also directs the Mitochondrial and Metabolic Disease Center at UC San Diego. A concussion sustained before an earlier concussion has completely resolved typically results in more severe symptoms and prolonged recovery, even if the second impact is less than the first. When the abnormal ATP signaling was silenced, the treated boys in the trial displayed dramatically improved communication and social behaviors.""><b>Finding:</b></span> A concussion sustained before an earlier concussion has completely resolved typically results in more severe symptoms and prolonged recovery, even if the second impact is less than the first."	4																							[]	[]
6154965d497f2376bb09cc95	Certainty Examples.html	Certainty Examples					I carefully went over the examples and the instructions.:::Yes																			[]	[]
6154965d497f2376bb09cc95	Biology_406_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In all cases, including taxonomy in models substantially improved model performance, highlighting the importance of species identity for this ecosystem function. Body nutrient content and trophic position explained little of the variation in EN, EP, or ENP, indicating limited applicability of basic predictors of EST. These results highlight the overriding importance of MTE for predicting nutrient flow through organisms, but emphasize that these relationships still fall short of explaining the unique effects certain species can have on ecological processes.""><b>Finding:</b></span> Body nutrient content and trophic position explained little of the variation in EN, EP, or ENP, indicating limited applicability of basic predictors of EST."				1																				[{'start': 787, 'end': 803, 'span': 'explained little', 'annotation': 'Words indicating uncertainty'}]	[]
6154965d497f2376bb09cc95	Biology_68_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: If healing is incomplete between injuries, more severe disease is produced. If a new head injury is sustained before complete healing of an earlier concussion, the clinical severity of the second injury is amplified, and recovery is prolonged. This occurs even when the energy of the second impact was less than the first.""><b>Finding:</b></span> If a new head injury is sustained before complete healing of an earlier concussion, the clinical severity of the second injury is amplified, and recovery is prolonged."	4																							[]	[{'start': 632, 'end': 645, 'span': 'is amplified,', 'annotation': 'Words indicating certainty'}]
6154965d497f2376bb09cc95	Biology_406_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: In all cases, including taxonomy in models substantially improved model performance, highlighting the importance of species identity for this ecosystem function. Body nutrient content and trophic position explained little of the variation in E N , E P , or E NP , indicating limited applicability of basic predictors of EST. These results highlight the overriding importance of MTE for predicting nutrient flow through organisms, but emphasize that these relationships still fall short of explaining the unique effects certain species can have on ecological processes.""><b>Finding:</b></span> Body nutrient content and trophic position explained little of the variation in E N , E P , or E NP , indicating limited applicability of basic predictors of EST."		2																						[{'start': 794, 'end': 810, 'span': 'explained little', 'annotation': 'Words indicating uncertainty'}]	[]
6154965d497f2376bb09cc95	Experience.html	Experience						4				1								3						[]	[]
6154965d497f2376bb09cc95	Biology_tweet_222_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Older mum's have children with more (heteroplasmic) mtDNA mutations. 

""><b>Finding:</b></span> Older mum's have children with more (heteroplasmic) mtDNA mutations. 

"	4																							[]	[{'start': 267, 'end': 271, 'span': 'have', 'annotation': 'Words indicating certainty'}]
6154965d497f2376bb09cc95	Biology_242_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The resulting IkBa-AR2 mutants with hydrophobic AR 13 (I124I, I124L, I124F, and I124C) all bound RanGDP with high efficiency, whereas mutants with more hydrophilic residues at AR 13 , K or R, bound RanGDP with much lower efficiency ( Figure 3B ). Consistent with RanGDP-binding affinity, strong RanGDP-binding NPcIkBa-AR2s (WT, I124L and I124F) were mainly observed in the nucleus, whereas weaker mutants (NPc-IkBa-AR2[124R and 124K]) were predominantly cytoplasmic ( Figure 3B ). ANKRD49 is predominantly cytoplasmic with four ARs, and RanGDP binding is barely detectable.""><b>Finding:</b></span> Consistent with RanGDP-binding affinity, strong RanGDP-binding NPcIkBa-AR2s (WT, I124L and I124F) were mainly observed in the nucleus, whereas weaker mutants (NPc-IkBa-AR2[124R and 124K]) were predominantly cytoplasmic ( Figure 3B )."			3																					[{'start': 859, 'end': 865, 'span': 'mainly', 'annotation': 'Words indicating uncertainty'}]	[]
6154965d497f2376bb09cc95	Biology_53_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Differentiation assays proved that EC-MSCs are able to differentiate towards mesodermal lineages (osteogenic, adipogenic, chondrogenic). Flow cytometry analysis demonstrated that EC-MSCs expressed CD90, CD105, and CD73, while being negative for the leukocyte common antigen CD45. Immunofluorescence analysis showed a high percentage of positive cells for OCT-4 and SSEA-1.""><b>Finding:</b></span> Flow cytometry analysis demonstrated that EC-MSCs expressed CD90, CD105, and CD73, while being negative for the leukocyte common antigen CD45."	4																							[]	[{'start': 578, 'end': 590, 'span': 'demonstrated', 'annotation': 'Words indicating certainty'}]
6154965d497f2376bb09cc95	Biology_242_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Lu's team shows in the study that the import signal that flags proteins for the new pathway consists of two consecutive ARs that share one feature: each has a hydrophobic amino acid (one with chemical properties that repel water) that is located 13 amino acids into the repeat. This structural signature, they find, is bound by a small protein named RanGDP. In decoding this new nuclear import signal, Lu and her team also uncover a possible molecular mechanism underlying human familial melanomas, which are often linked to mutations in a protein known as p16.""><b>Finding:</b></span> This structural signature, they find, is bound by a small protein named RanGDP."	4																							[]	[{'start': 781, 'end': 789, 'span': 'is bound', 'annotation': 'Words indicating certainty'}]
